"date","datatype","station","value","fl_m","fl_q","fl_so","fl_t","siteID"
"2013-08-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-05","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-07","PRCP","USC00011810",13,NA,"","7",500,"LENO"
"2013-08-08","PRCP","USC00011810",66,NA,"","7",500,"LENO"
"2013-08-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-10","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-11","PRCP","USC00011810",5,NA,"","7",500,"LENO"
"2013-08-12","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-13","PRCP","USC00011810",74,NA,"","7",500,"LENO"
"2013-08-14","PRCP","USC00011810",272,NA,"","7",500,"LENO"
"2013-08-15","PRCP","USC00011810",61,NA,"","7",500,"LENO"
"2013-08-16","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-18","PRCP","USC00011810",343,NA,"","7",500,"LENO"
"2013-08-19","PRCP","USC00011810",86,NA,"","7",500,"LENO"
"2013-08-20","PRCP","USC00011810",56,NA,"","7",500,"LENO"
"2013-08-21","PRCP","USC00011810",10,NA,"","7",500,"LENO"
"2013-08-22","PRCP","USC00011810",5,NA,"","7",500,"LENO"
"2013-08-23","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-24","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-28","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-29","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-30","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-08-31","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-03","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-05","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-07","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-10","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-11","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-12","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-13","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-14","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-15","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-16","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-18","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-19","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-22","PRCP","USC00011810",178,NA,"","7",500,"LENO"
"2013-09-23","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-24","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-25","PRCP","USC00011810",351,NA,"","7",500,"LENO"
"2013-09-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-28","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-29","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-09-30","PRCP","USC00011810",13,NA,"","7",500,"LENO"
"2013-10-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-03","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-05","PRCP","USC00011810",5,NA,"","7",500,"LENO"
"2013-10-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-07","PRCP","USC00011810",391,NA,"","7",500,"LENO"
"2013-10-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-10","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-11","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-12","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-13","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-14","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-15","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-16","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-18","PRCP","USC00011810",58,NA,"","7",500,"LENO"
"2013-10-19","PRCP","USC00011810",13,NA,"","7",500,"LENO"
"2013-10-20","PRCP","USC00011810",20,NA,"","7",500,"LENO"
"2013-10-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-22","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-23","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-24","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-28","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-29","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-30","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-10-31","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-01","PRCP","USC00011810",109,NA,"","7",500,"LENO"
"2013-11-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-03","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-05","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-07","PRCP","USC00011810",89,NA,"","7",500,"LENO"
"2013-11-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-10","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-11","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-12","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-13","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-14","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-15","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-16","PRCP","USC00011810",183,NA,"","7",500,"LENO"
"2013-11-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-18","PRCP","USC00011810",8,NA,"","7",500,"LENO"
"2013-11-19","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-22","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-23","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-24","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-26","PRCP","USC00011810",206,NA,"","7",500,"LENO"
"2013-11-27","PRCP","USC00011810",155,NA,"","7",500,"LENO"
"2013-11-28","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-29","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-11-30","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-03","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-04","PRCP","USC00011810",13,NA,"","7",500,"LENO"
"2013-12-05","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-06","PRCP","USC00011810",170,NA,"","7",500,"LENO"
"2013-12-07","PRCP","USC00011810",33,NA,"","7",500,"LENO"
"2013-12-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-09","PRCP","USC00011810",170,NA,"","7",500,"LENO"
"2013-12-10","PRCP","USC00011810",25,NA,"","7",500,"LENO"
"2013-12-11","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-12","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-13","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-14","PRCP","USC00011810",25,NA,"","7",500,"LENO"
"2013-12-15","PRCP","USC00011810",81,NA,"","7",500,"LENO"
"2013-12-16","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-18","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-19","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-22","PRCP","USC00011810",206,NA,"","7",500,"LENO"
"2013-12-23","PRCP","USC00011810",259,NA,"","7",500,"LENO"
"2013-12-24","PRCP","USC00011810",5,NA,"","7",500,"LENO"
"2013-12-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-29","PRCP","USC00011810",566,NA,"","7",500,"LENO"
"2013-12-30","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2013-12-31","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-02","PRCP","USC00011810",99,NA,"","7",500,"LENO"
"2014-01-03","PRCP","USC00011810",38,NA,"","7",500,"LENO"
"2014-01-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-05","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-07","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-10","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-11","PRCP","USC00011810",5,NA,"","7",500,"LENO"
"2014-01-12","PRCP","USC00011810",122,NA,"","7",500,"LENO"
"2014-01-13","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-14","PRCP","USC00011810",97,NA,"","7",500,"LENO"
"2014-01-15","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-16","PRCP","USC00011810",3,NA,"","7",500,"LENO"
"2014-01-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-18","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-19","PRCP","USC00011810",18,NA,"","7",500,"LENO"
"2014-01-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-22","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-23","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-24","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-28","PRCP","USC00011810",69,NA,"","7",500,"LENO"
"2014-01-29","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-30","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-01-31","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-03","PRCP","USC00011810",112,NA,"","7",500,"LENO"
"2014-02-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-05","PRCP","USC00011810",348,NA,"","7",500,"LENO"
"2014-02-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-07","PRCP","USC00011810",3,NA,"","7",500,"LENO"
"2014-02-08","PRCP","USC00011810",15,NA,"","7",500,"LENO"
"2014-02-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-10","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-11","PRCP","USC00011810",191,NA,"","7",500,"LENO"
"2014-02-12","PRCP","USC00011810",297,NA,"","7",500,"LENO"
"2014-02-13","PRCP","USC00011810",20,NA,"","7",500,"LENO"
"2014-02-14","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-15","PRCP","USC00011810",15,NA,"","7",500,"LENO"
"2014-02-16","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-18","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-19","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-21","PRCP","USC00011810",612,NA,"","7",500,"LENO"
"2014-02-22","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-23","PRCP","USC00011810",5,NA,"","7",500,"LENO"
"2014-02-24","PRCP","USC00011810",36,NA,"","7",500,"LENO"
"2014-02-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-02-26","PRCP","USC00011810",229,NA,"","7",500,"LENO"
"2014-02-27","PRCP","USC00011810",18,NA,"","7",500,"LENO"
"2014-02-28","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-01","PRCP","USC00011810",5,NA,"","7",500,"LENO"
"2014-03-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-03","PRCP","USC00011810",38,NA,"","7",500,"LENO"
"2014-03-04","PRCP","USC00011810",20,NA,"","7",500,"LENO"
"2014-03-05","PRCP","USC00011810",43,NA,"","7",500,"LENO"
"2014-03-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-07","PRCP","USC00011810",89,NA,"","7",500,"LENO"
"2014-03-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-10","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-11","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-12","PRCP","USC00011810",279,NA,"","7",500,"LENO"
"2014-03-13","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-14","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-15","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-16","PRCP","USC00011810",76,NA,"","7",500,"LENO"
"2014-03-17","PRCP","USC00011810",160,NA,"","7",500,"LENO"
"2014-03-18","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-19","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-22","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-23","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-24","PRCP","USC00011810",112,NA,"","7",500,"LENO"
"2014-03-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-28","PRCP","USC00011810",36,NA,"","7",500,"LENO"
"2014-03-29","PRCP","USC00011810",650,NA,"","7",500,"LENO"
"2014-03-30","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-03-31","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-03","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-05","PRCP","USC00011810",343,NA,"","7",500,"LENO"
"2014-04-06","PRCP","USC00011810",229,NA,"","7",500,"LENO"
"2014-04-07","PRCP","USC00011810",292,NA,"","7",500,"LENO"
"2014-04-08","PRCP","USC00011810",8,NA,"","7",500,"LENO"
"2014-04-09","PRCP","USC00011810",76,NA,"","7",500,"LENO"
"2014-04-10","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-11","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-12","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-13","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-14","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-15","PRCP","USC00011810",411,NA,"","7",500,"LENO"
"2014-04-16","PRCP","USC00011810",8,NA,"","7",500,"LENO"
"2014-04-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-18","PRCP","USC00011810",91,NA,"","7",500,"LENO"
"2014-04-19","PRCP","USC00011810",25,NA,"","7",500,"LENO"
"2014-04-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-22","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-23","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-24","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-04-28","PRCP","USC00011810",305,NA,"","7",500,"LENO"
"2014-04-29","PRCP","USC00011810",445,NA,"","7",500,"LENO"
"2014-04-30","PRCP","USC00011810",81,NA,"","7",500,"LENO"
"2014-05-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-03","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-05","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-07","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-10","PRCP","USC00011810",508,NA,"","7",500,"LENO"
"2014-05-11","PRCP","USC00011810",56,NA,"","7",500,"LENO"
"2014-05-12","PRCP","USC00011810",15,NA,"","7",500,"LENO"
"2014-05-13","PRCP","USC00011810",18,NA,"","7",500,"LENO"
"2014-05-14","PRCP","USC00011810",8,NA,"","7",500,"LENO"
"2014-05-15","PRCP","USC00011810",99,NA,"","7",500,"LENO"
"2014-05-16","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-18","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-19","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-22","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-23","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-24","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-05-28","PRCP","USC00011810",33,NA,"","7",500,"LENO"
"2014-05-29","PRCP","USC00011810",335,NA,"","7",500,"LENO"
"2014-06-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-03","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-04","PRCP","USC00011810",28,NA,"","7",500,"LENO"
"2014-06-05","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-07","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-10","PRCP","USC00011810",23,NA,"","7",500,"LENO"
"2014-06-11","PRCP","USC00011810",127,NA,"","7",500,"LENO"
"2014-06-12","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-13","PRCP","USC00011810",56,NA,"","7",500,"LENO"
"2014-06-14","PRCP","USC00011810",33,NA,"","7",500,"LENO"
"2014-06-15","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-16","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-18","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-19","PRCP","USC00011810",94,NA,"","7",500,"LENO"
"2014-06-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-22","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-06-23","PRCP","USC00011810",117,NA,"","7",500,"LENO"
"2014-06-24","PRCP","USC00011810",79,NA,"","7",500,"LENO"
"2014-06-25","PRCP","USC00011810",30,NA,"","7",500,"LENO"
"2014-06-26","PRCP","USC00011810",386,NA,"","7",500,"LENO"
"2014-06-27","PRCP","USC00011810",8,NA,"","7",500,"LENO"
"2014-06-28","PRCP","USC00011810",46,NA,"","7",500,"LENO"
"2014-06-29","PRCP","USC00011810",117,NA,"","7",500,"LENO"
"2014-06-30","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-03","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-05","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-07","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-09","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-10","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-11","PRCP","USC00011810",33,NA,"","7",500,"LENO"
"2014-07-12","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-13","PRCP","USC00011810",20,NA,"","7",500,"LENO"
"2014-07-14","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-15","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-16","PRCP","USC00011810",102,NA,"","7",500,"LENO"
"2014-07-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-18","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-19","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-20","PRCP","USC00011810",333,NA,"","7",500,"LENO"
"2014-07-21","PRCP","USC00011810",10,NA,"","7",500,"LENO"
"2014-07-22","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-23","PRCP","USC00011810",51,NA,"","7",500,"LENO"
"2014-07-24","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-28","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-29","PRCP","USC00011810",13,NA,"","7",500,"LENO"
"2014-07-30","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-07-31","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-02","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-03","PRCP","USC00011810",94,NA,"","7",500,"LENO"
"2014-08-04","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-05","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-06","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-07","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-08","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-09","PRCP","USC00011810",206,NA,"","7",500,"LENO"
"2014-08-10","PRCP","USC00011810",104,NA,"","7",500,"LENO"
"2014-08-11","PRCP","USC00011810",584,NA,"","7",500,"LENO"
"2014-08-12","PRCP","USC00011810",38,NA,"","7",500,"LENO"
"2014-08-13","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-14","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-15","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-16","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-17","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-18","PRCP","USC00011810",119,NA,"","7",500,"LENO"
"2014-08-19","PRCP","USC00011810",102,NA,"","7",500,"LENO"
"2014-08-20","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-21","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-24","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-25","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-26","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-27","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-28","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-08-31","PRCP","USC00011810",0,NA,"","7",500,"LENO"
"2014-09-01","PRCP","USC00011810",0,NA,"","7",500,"LENO"
